CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13759.0,33,2,659.4100000000001,2,2,2,222,Promising Customer
13760.0,54,2,286.79,2,2,1,221,Promising Customer
13761.0,50,2,1070.65,2,2,2,222,Promising Customer
13762.0,218,1,306.72,1,1,1,111,At Risk
13763.0,63,1,1714.96,2,1,3,213,Promising Customer
13764.0,70,3,1519.42,2,2,3,223,Promising Customer
13767.0,2,37,17220.36,3,3,3,333,VIP Customer
13769.0,2,10,2796.51,3,3,3,333,VIP Customer
13771.0,64,4,2634.45,2,3,3,233,Potential Loyallist
13772.0,33,3,1122.63,2,2,2,222,Promising Customer
13774.0,81,1,345.0,2,1,1,211,At Risk
13777.0,0,33,25977.16,3,3,3,333,VIP Customer
13778.0,103,1,178.7,1,1,1,111,At Risk
13780.0,7,2,360.01,3,2,1,321,New Customer
13781.0,250,1,127.84,1,1,1,111,At Risk
13782.0,12,6,908.86,3,3,2,332,Loyal Customer
13784.0,9,11,2462.79,3,3,3,333,VIP Customer
13786.0,368,1,230.39999999999998,1,1,1,111,At Risk
13787.0,75,2,309.04,2,2,1,221,Promising Customer
13790.0,4,1,348.8,3,1,1,311,New Customer
13791.0,127,2,1516.0,1,2,3,123,Lost Customer
13792.0,66,2,195.55,2,2,1,221,Promising Customer
13798.0,1,57,37153.85,3,3,3,333,VIP Customer
13799.0,116,2,688.86,1,2,2,122,Lost Customer
13800.0,310,1,558.32,1,1,2,112,Lost Customer
13801.0,66,1,324.8,2,1,1,211,At Risk
13802.0,138,3,4599.42,1,2,3,123,Lost Customer
13803.0,255,1,277.07,1,1,1,111,At Risk
13804.0,30,7,2588.39,2,3,3,233,Potential Loyallist
13805.0,52,2,924.6,2,2,2,222,Promising Customer
13806.0,63,1,256.38,2,1,1,211,At Risk
13807.0,368,1,112.6,1,1,1,111,At Risk
13808.0,5,5,1747.66,3,3,3,333,VIP Customer
13809.0,306,1,155.05,1,1,1,111,At Risk
13810.0,28,3,1499.01,2,2,3,223,Promising Customer
13811.0,183,3,814.5,1,2,2,122,Lost Customer
13812.0,42,3,539.0,2,2,2,222,Promising Customer
13813.0,39,4,1366.8600000000001,2,3,3,233,Potential Loyallist
13814.0,92,2,1579.12,1,2,3,123,Lost Customer
13815.0,22,4,4027.36,3,3,3,333,VIP Customer
13816.0,23,2,571.6700000000001,3,2,2,322,Loyal Customer
13817.0,29,2,382.98,2,2,1,221,Promising Customer
13819.0,302,3,1140.35,1,2,2,122,Lost Customer
13821.0,144,2,385.64,1,2,1,121,Lost Customer
13822.0,5,2,632.0,3,2,2,322,Loyal Customer
13823.0,18,2,957.66,3,2,2,322,Loyal Customer
13824.0,32,5,1698.94,2,3,3,233,Potential Loyallist
13826.0,176,1,189.5,1,1,1,111,At Risk
13827.0,57,3,409.8,2,2,2,222,Promising Customer
13828.0,22,1,209.49,3,1,1,311,New Customer
13831.0,16,6,2198.45,3,3,3,333,VIP Customer
13832.0,19,1,52.199999999999996,3,1,1,311,New Customer
13833.0,159,1,383.85,1,1,1,111,At Risk
13835.0,25,4,834.57,3,3,2,332,Loyal Customer
13837.0,211,2,266.59000000000003,1,2,1,121,Lost Customer
13838.0,5,4,674.82,3,3,2,332,Loyal Customer
13841.0,252,1,85.0,1,1,1,111,At Risk
13842.0,58,9,3385.62,2,3,3,233,Potential Loyallist
13844.0,11,1,361.62,3,1,1,311,New Customer
13845.0,64,1,312.98,2,1,1,211,At Risk
13846.0,24,3,865.0600000000001,3,2,2,322,Loyal Customer
13848.0,92,3,1255.0,1,2,3,123,Lost Customer
13849.0,51,2,1537.95,2,2,3,223,Promising Customer
13850.0,129,1,1595.48,1,1,3,113,Lost Customer
13851.0,95,3,2651.46,1,2,3,123,Lost Customer
13853.0,57,1,1090.14,2,1,2,212,Promising Customer
13854.0,8,25,8109.5199999999995,3,3,3,333,VIP Customer
13856.0,168,3,388.5,1,2,2,122,Lost Customer
13858.0,57,1,216.17,2,1,1,211,At Risk
13859.0,327,1,201.16,1,1,1,111,At Risk
13860.0,1,5,1245.9,3,3,3,333,VIP Customer
13862.0,18,8,2209.36,3,3,3,333,VIP Customer
13863.0,247,1,305.78,1,1,1,111,At Risk
13865.0,58,4,501.56,2,3,2,232,Potential Loyallist
13866.0,74,1,145.67000000000002,2,1,1,211,At Risk
13867.0,31,3,1005.09,2,2,2,222,Promising Customer
13868.0,7,2,3192.54,3,2,3,323,Loyal Customer
13869.0,123,4,3083.65,1,3,3,133,Lost Customer
13870.0,2,8,2770.94,3,3,3,333,VIP Customer
13871.0,22,13,6403.25,3,3,3,333,VIP Customer
13873.0,119,3,389.6,1,2,2,122,Lost Customer
13874.0,359,1,540.45,1,1,2,112,Lost Customer
13875.0,53,5,1786.79,2,3,3,233,Potential Loyallist
13876.0,63,1,122.7,2,1,1,211,At Risk
13877.0,86,1,117.24,2,1,1,211,At Risk
13878.0,54,1,1271.57,2,1,3,213,Promising Customer
13880.0,21,13,3219.77,3,3,3,333,VIP Customer
13881.0,3,20,17159.52,3,3,3,333,VIP Customer
13882.0,2,5,1191.13,3,3,2,332,Loyal Customer
13883.0,10,5,2674.48,3,3,3,333,VIP Customer
13884.0,7,5,787.6,3,3,2,332,Loyal Customer
13885.0,189,2,506.8,1,2,2,122,Lost Customer
13886.0,71,1,243.56,2,1,1,211,At Risk
13887.0,204,1,349.55,1,1,1,111,At Risk
13888.0,119,2,595.67,1,2,2,122,Lost Customer
13889.0,92,1,416.90000000000003,1,1,2,112,Lost Customer
13890.0,1,10,1883.8100000000002,3,3,3,333,VIP Customer
13892.0,26,4,632.97,2,3,2,232,Potential Loyallist
13893.0,298,1,821.1,1,1,2,112,Lost Customer
13894.0,23,3,564.62,3,2,2,322,Loyal Customer
13895.0,28,4,2593.07,2,3,3,233,Potential Loyallist
13897.0,50,1,311.16,2,1,1,211,At Risk
13898.0,326,1,155.93,1,1,1,111,At Risk
13899.0,16,2,388.52,3,2,2,322,Loyal Customer
13900.0,183,3,740.95,1,2,2,122,Lost Customer
13901.0,72,5,2867.2,2,3,3,233,Potential Loyallist
13904.0,37,2,332.64,2,2,1,221,Promising Customer
13908.0,79,4,2369.55,2,3,3,233,Potential Loyallist
13911.0,57,9,2580.91,2,3,3,233,Potential Loyallist
13914.0,11,2,626.45,3,2,2,322,Loyal Customer
13917.0,49,2,272.04,2,2,1,221,Promising Customer
13918.0,49,2,1212.8400000000001,2,2,3,223,Promising Customer
13919.0,59,2,384.81,2,2,1,221,Promising Customer
13922.0,352,1,172.25,1,1,1,111,At Risk
13923.0,53,1,351.13,2,1,1,211,At Risk
13924.0,1,6,1838.8500000000001,3,3,3,333,VIP Customer
13925.0,92,4,678.25,1,3,2,132,Lost Customer
13926.0,23,1,223.85000000000002,3,1,1,311,New Customer
13927.0,74,1,348.99,2,1,1,211,At Risk
13928.0,10,4,464.57,3,3,2,332,Loyal Customer
13929.0,169,2,842.65,1,2,2,122,Lost Customer
13930.0,57,2,337.34,2,2,1,221,Promising Customer
13931.0,95,2,1237.53,1,2,3,123,Lost Customer
13932.0,295,1,307.4,1,1,1,111,At Risk
13933.0,109,2,608.7900000000001,1,2,2,122,Lost Customer
13934.0,263,1,922.1,1,1,2,112,Lost Customer
13936.0,179,1,376.58,1,1,1,111,At Risk
13937.0,169,1,158.85,1,1,1,111,At Risk
13938.0,35,1,71.66,2,1,1,211,At Risk
13939.0,23,3,568.55,3,2,2,322,Loyal Customer
13940.0,17,4,839.14,3,3,2,332,Loyal Customer
13941.0,21,5,5112.96,3,3,3,333,VIP Customer
13946.0,79,3,561.5699999999999,2,2,2,222,Promising Customer
13947.0,65,1,90.6,2,1,1,211,At Risk
13948.0,361,1,102.0,1,1,1,111,At Risk
13949.0,2,6,2427.32,3,3,3,333,VIP Customer
13950.0,11,4,745.06,3,3,2,332,Loyal Customer
13951.0,176,3,674.45,1,2,2,122,Lost Customer
13952.0,217,2,3251.071,1,2,3,123,Lost Customer
13953.0,7,7,3515.68,3,3,3,333,VIP Customer
13954.0,1,2,439.92,3,2,2,322,Loyal Customer
13955.0,154,2,322.96,1,2,1,121,Lost Customer
13956.0,5,5,1019.27,3,3,2,332,Loyal Customer
13959.0,79,3,594.04,2,2,2,222,Promising Customer
13960.0,21,2,230.22,3,2,1,321,New Customer
13962.0,21,2,169.55,3,2,1,321,New Customer
13963.0,309,4,664.54,1,3,2,132,Lost Customer
13967.0,145,1,80.7,1,1,1,111,At Risk
13969.0,7,18,9024.17,3,3,3,333,VIP Customer
13971.0,18,8,2758.26,3,3,3,333,VIP Customer
13972.0,70,2,190.25,2,2,1,221,Promising Customer
13973.0,288,1,264.7,1,1,1,111,At Risk
13974.0,49,1,413.59000000000003,2,1,2,212,Promising Customer
13975.0,31,6,2461.2400000000002,2,3,3,233,Potential Loyallist
13976.0,206,1,357.98,1,1,1,111,At Risk
13978.0,14,2,196.79000000000002,3,2,1,321,New Customer
13979.0,73,1,869.87,2,1,2,212,Promising Customer
13980.0,60,1,200.14,2,1,1,211,At Risk
13982.0,39,4,1871.81,2,3,3,233,Potential Loyallist
13983.0,29,12,2603.43,2,3,3,233,Potential Loyallist
13984.0,26,5,920.51,2,3,2,232,Potential Loyallist
13985.0,4,15,7060.13,3,3,3,333,VIP Customer
13986.0,17,1,320.46,3,1,1,311,New Customer
13988.0,19,6,4147.96,3,3,3,333,VIP Customer
13989.0,65,2,1266.08,2,2,3,223,Promising Customer
13990.0,213,1,311.3,1,1,1,111,At Risk
13991.0,12,6,852.88,3,3,2,332,Loyal Customer
13992.0,30,1,76.8,2,1,1,211,At Risk
13993.0,42,9,3466.36,2,3,3,233,Potential Loyallist
13994.0,3,6,2274.14,3,3,3,333,VIP Customer
13995.0,15,5,1393.69,3,3,3,333,VIP Customer
13999.0,10,12,3901.81,3,3,3,333,VIP Customer
14000.0,211,1,635.66,1,1,2,112,Lost Customer
14001.0,45,3,2043.0800000000002,2,2,3,223,Promising Customer
14002.0,134,2,529.73,1,2,2,122,Lost Customer
14004.0,43,7,4582.64,2,3,3,233,Potential Loyallist
14005.0,9,5,2874.72,3,3,3,333,VIP Customer
14006.0,115,3,962.19,1,2,2,122,Lost Customer
14009.0,198,2,695.61,1,2,2,122,Lost Customer
14012.0,277,1,328.8,1,1,1,111,At Risk
14013.0,110,3,473.02,1,2,2,122,Lost Customer
14014.0,77,1,505.18,2,1,2,212,Promising Customer
14015.0,52,1,917.34,2,1,2,212,Promising Customer
14016.0,161,4,4341.21,1,3,3,133,Lost Customer
14019.0,46,3,1421.61,2,2,3,223,Promising Customer
14020.0,16,2,642.8,3,2,2,322,Loyal Customer
14021.0,155,3,631.9,1,2,2,122,Lost Customer
14022.0,225,1,440.0,1,1,2,112,Lost Customer
14023.0,7,2,584.07,3,2,2,322,Loyal Customer
14024.0,121,2,327.7,1,2,1,121,Lost Customer
14027.0,60,1,104.82,2,1,1,211,At Risk
14029.0,63,2,467.66,2,2,2,222,Promising Customer
14030.0,18,8,2358.84,3,3,3,333,VIP Customer
14031.0,7,19,17286.86,3,3,3,333,VIP Customer
14032.0,2,11,2975.59,3,3,3,333,VIP Customer
14034.0,22,3,648.89,3,2,2,322,Loyal Customer
14035.0,28,5,1428.02,2,3,3,233,Potential Loyallist
14036.0,285,1,626.65,1,1,2,112,Lost Customer
14037.0,176,2,147.20000000000002,1,2,1,121,Lost Customer
14038.0,78,3,1560.38,2,2,3,223,Promising Customer
14039.0,33,1,152.2,2,1,1,211,At Risk
14040.0,40,12,3560.32,2,3,3,233,Potential Loyallist
14041.0,266,1,141.41,1,1,1,111,At Risk
14044.0,26,4,646.42,2,3,2,232,Potential Loyallist
14045.0,109,4,1659.75,1,3,3,133,Lost Customer
14046.0,285,1,154.99,1,1,1,111,At Risk
14047.0,8,5,1308.6100000000001,3,3,3,333,VIP Customer
14048.0,306,1,409.93,1,1,2,112,Lost Customer
14049.0,16,4,5578.72,3,3,3,333,VIP Customer
14050.0,31,2,746.36,2,2,2,222,Promising Customer
14051.0,0,23,15610.390000000001,3,3,3,333,VIP Customer
14052.0,19,1,225.36,3,1,1,311,New Customer
14053.0,124,2,260.25,1,2,1,121,Lost Customer
14054.0,65,1,92.46,2,1,1,211,At Risk
14055.0,106,1,725.6400000000001,1,1,2,112,Lost Customer
14056.0,1,23,8152.71,3,3,3,333,VIP Customer
14057.0,23,17,6211.66,3,3,3,333,VIP Customer
14059.0,266,1,183.6,1,1,1,111,At Risk
14060.0,4,19,6140.42,3,3,3,333,VIP Customer
14062.0,9,12,10464.85,3,3,3,333,VIP Customer
14064.0,29,5,1334.34,2,3,3,233,Potential Loyallist
14066.0,266,1,152.55,1,1,1,111,At Risk
14067.0,63,2,374.7,2,2,1,221,Promising Customer
14068.0,321,1,265.85,1,1,1,111,At Risk
14071.0,3,8,1437.57,3,3,3,333,VIP Customer
14073.0,32,1,151.04,2,1,1,211,At Risk
14075.0,4,3,942.26,3,2,2,322,Loyal Customer
14076.0,129,1,118.67,1,1,1,111,At Risk
14077.0,40,5,499.41999999999996,2,3,2,232,Potential Loyallist
14078.0,101,6,1049.37,1,3,2,132,Lost Customer
14079.0,124,1,375.1,1,1,1,111,At Risk
14080.0,32,1,45.599999999999994,2,1,1,211,At Risk
14081.0,303,2,921.62,1,2,2,122,Lost Customer
14082.0,365,1,182.25,1,1,1,111,At Risk
14083.0,4,9,1002.9,3,3,2,332,Loyal Customer
14085.0,2,18,4421.29,3,3,3,333,VIP Customer
14087.0,2,1,191.47,3,1,1,311,New Customer
14088.0,10,13,50491.81,3,3,3,333,VIP Customer
14089.0,56,1,158.75,2,1,1,211,At Risk
14090.0,325,1,76.32000000000001,1,1,1,111,At Risk
14092.0,7,14,4076.91,3,3,3,333,VIP Customer
14093.0,12,1,433.86,3,1,2,312,New Customer
14096.0,4,17,65155.71,3,3,3,333,VIP Customer
14098.0,36,1,147.35,2,1,1,211,At Risk
14099.0,16,11,3104.17,3,3,3,333,VIP Customer
14100.0,137,1,191.95000000000002,1,1,1,111,At Risk
14101.0,73,6,5976.79,2,3,3,233,Potential Loyallist
14102.0,5,5,1105.8799999999999,3,3,2,332,Loyal Customer
14104.0,154,2,216.20999999999998,1,2,1,121,Lost Customer
14105.0,239,1,1266.23,1,1,3,113,Lost Customer
14107.0,51,7,2703.23,2,3,3,233,Potential Loyallist
14108.0,30,2,597.91,2,2,2,222,Promising Customer
14109.0,72,1,144.2,2,1,1,211,At Risk
14110.0,3,12,5683.15,3,3,3,333,VIP Customer
14111.0,14,4,692.85,3,3,2,332,Loyal Customer
14112.0,22,7,2915.15,3,3,3,333,VIP Customer
14113.0,3,4,1840.42,3,3,3,333,VIP Customer
14114.0,273,2,386.53,1,2,1,121,Lost Customer
14116.0,19,5,1382.74,3,3,3,333,VIP Customer
14117.0,143,1,90.0,1,1,1,111,At Risk
14121.0,3,4,2780.15,3,3,3,333,VIP Customer
14124.0,84,1,419.58000000000004,2,1,2,212,Promising Customer
14125.0,10,3,2720.63,3,2,3,323,Loyal Customer
14126.0,7,3,706.1300000000001,3,2,2,322,Loyal Customer
14127.0,122,3,709.71,1,2,2,122,Lost Customer
14128.0,60,2,637.5,2,2,2,222,Promising Customer
14129.0,1,5,1123.8600000000001,3,3,2,332,Loyal Customer
14130.0,320,1,480.91,1,1,2,112,Lost Customer
14132.0,2,11,3586.0299999999997,3,3,3,333,VIP Customer
14133.0,129,3,605.64,1,2,2,122,Lost Customer
14135.0,1,15,4690.31,3,3,3,333,VIP Customer
14138.0,1,2,965.8800000000001,3,2,2,322,Loyal Customer
14139.0,46,1,415.82,2,1,2,212,Promising Customer
14140.0,3,2,935.05,3,2,2,322,Loyal Customer
14141.0,2,4,915.13,3,3,2,332,Loyal Customer
14142.0,374,1,311.81,1,1,1,111,At Risk
14143.0,133,1,115.8,1,1,1,111,At Risk
14145.0,46,4,3742.2,2,3,3,233,Potential Loyallist
14146.0,8,5,4191.0,3,3,3,333,VIP Customer
14147.0,78,2,483.4,2,2,2,222,Promising Customer
14148.0,233,1,157.2,1,1,1,111,At Risk
14149.0,220,1,446.62,1,1,2,112,Lost Customer
14150.0,35,2,658.64,2,2,2,222,Promising Customer
14152.0,75,2,621.29,2,2,2,222,Promising Customer
14154.0,239,2,1345.62,1,2,3,123,Lost Customer
14155.0,266,1,118.75,1,1,1,111,At Risk
14156.0,9,55,117210.08,3,3,3,333,VIP Customer
14157.0,19,2,424.89000000000004,3,2,2,322,Loyal Customer
14158.0,40,1,507.66,2,1,2,212,Promising Customer
14159.0,19,11,4630.35,3,3,3,333,VIP Customer
14161.0,215,3,1097.6200000000001,1,2,2,122,Lost Customer
14162.0,173,2,289.36,1,2,1,121,Lost Customer
14163.0,87,4,2445.91,2,3,3,233,Potential Loyallist
14164.0,70,2,1631.77,2,2,3,223,Promising Customer
14165.0,275,1,120.44,1,1,1,111,At Risk
14167.0,39,4,562.59,2,3,2,232,Potential Loyallist
14171.0,98,1,363.79,1,1,1,111,At Risk
14173.0,10,4,450.84,3,3,2,332,Loyal Customer
14174.0,33,1,134.46,2,1,1,211,At Risk
14175.0,59,3,3222.3,2,2,3,223,Promising Customer
14176.0,298,4,576.9000000000001,1,3,2,132,Lost Customer
14177.0,86,4,549.46,2,3,2,232,Potential Loyallist
14178.0,8,7,1600.26,3,3,3,333,VIP Customer
14179.0,40,2,701.57,2,2,2,222,Promising Customer
14180.0,10,25,4748.52,3,3,3,333,VIP Customer
14184.0,66,1,452.89,2,1,2,212,Promising Customer
14185.0,332,1,197.65,1,1,1,111,At Risk
14188.0,30,6,2054.36,2,3,3,233,Potential Loyallist
14189.0,2,15,4654.08,3,3,3,333,VIP Customer
14191.0,1,13,4684.76,3,3,3,333,VIP Customer
14193.0,67,2,853.39,2,2,2,222,Promising Customer
14194.0,4,21,11349.52,3,3,3,333,VIP Customer
14195.0,201,2,1012.0,1,2,2,122,Lost Customer
14196.0,106,1,335.52,1,1,1,111,At Risk
14198.0,18,4,701.4,3,3,2,332,Loyal Customer
14199.0,218,1,185.39999999999998,1,1,1,111,At Risk
14201.0,60,7,747.44,2,3,2,232,Potential Loyallist
14204.0,2,1,150.61,3,1,1,311,New Customer
14205.0,16,2,466.7,3,2,2,322,Loyal Customer
14206.0,239,1,328.15999999999997,1,1,1,111,At Risk
14208.0,94,1,151.74,1,1,1,111,At Risk
14209.0,10,6,2073.43,3,3,3,333,VIP Customer
14210.0,105,6,1905.8400000000001,1,3,3,133,Lost Customer
14211.0,53,9,2241.1,2,3,3,233,Potential Loyallist
14212.0,89,1,1070.48,2,1,2,212,Promising Customer
14214.0,30,5,1004.38,2,3,2,232,Potential Loyallist
14215.0,11,6,1789.72,3,3,3,333,VIP Customer
14216.0,3,4,1839.3,3,3,3,333,VIP Customer
14217.0,1,17,2004.98,3,3,3,333,VIP Customer
14218.0,42,1,169.48000000000002,2,1,1,211,At Risk
14219.0,4,1,89.94,3,1,1,311,New Customer
14220.0,247,2,632.4,1,2,2,122,Lost Customer
14221.0,42,9,3432.8,2,3,3,233,Potential Loyallist
14222.0,177,1,683.17,1,1,2,112,Lost Customer
14223.0,92,3,991.13,1,2,2,122,Lost Customer
14224.0,110,4,1009.73,1,3,2,132,Lost Customer
14226.0,28,5,2214.79,2,3,3,233,Potential Loyallist
14227.0,26,10,3350.96,2,3,3,233,Potential Loyallist
14229.0,51,3,1547.2,2,2,3,223,Promising Customer
14231.0,183,3,925.71,1,2,2,122,Lost Customer
14232.0,42,5,2048.07,2,3,3,233,Potential Loyallist
14233.0,49,4,1462.72,2,3,3,233,Potential Loyallist
14234.0,22,4,754.12,3,3,2,332,Loyal Customer
14235.0,75,5,3144.86,2,3,3,233,Potential Loyallist
14236.0,80,2,490.86,2,2,2,222,Promising Customer
14237.0,374,1,161.0,1,1,1,111,At Risk
14238.0,327,1,146.85,1,1,1,111,At Risk
14239.0,43,11,2380.85,2,3,3,233,Potential Loyallist
14240.0,30,2,890.34,2,2,2,222,Promising Customer
14241.0,183,1,213.70000000000002,1,1,1,111,At Risk
14242.0,234,2,280.55,1,2,1,121,Lost Customer
14243.0,8,10,2588.77,3,3,3,333,VIP Customer
14245.0,219,2,1693.45,1,2,3,123,Lost Customer
14246.0,110,3,1474.06,1,2,3,123,Lost Customer
14247.0,278,1,136.76999999999998,1,1,1,111,At Risk
14248.0,319,1,302.58,1,1,1,111,At Risk
14250.0,7,3,1904.05,3,2,3,323,Loyal Customer
14251.0,1,5,2879.7000000000003,3,3,3,333,VIP Customer
14256.0,260,2,969.0600000000001,1,2,2,122,Lost Customer
14257.0,64,5,3099.7200000000003,2,3,3,233,Potential Loyallist
14258.0,9,9,12669.98,3,3,3,333,VIP Customer
14259.0,141,1,120.0,1,1,1,111,At Risk
14261.0,50,2,1163.45,2,2,2,222,Promising Customer
14262.0,8,8,2618.23,3,3,3,333,VIP Customer
14264.0,154,2,333.97,1,2,1,121,Lost Customer
14265.0,109,2,530.18,1,2,2,122,Lost Customer
14267.0,162,3,1516.24,1,2,3,123,Lost Customer
14270.0,332,1,492.65000000000003,1,1,2,112,Lost Customer
14271.0,225,1,112.32,1,1,1,111,At Risk
14272.0,73,2,437.96,2,2,2,222,Promising Customer
14273.0,51,4,559.97,2,3,2,232,Potential Loyallist
14276.0,98,3,1119.74,1,2,2,122,Lost Customer
14277.0,15,3,4188.0,3,2,3,323,Loyal Customer
14280.0,196,1,134.04,1,1,1,111,At Risk
14282.0,3,15,3701.44,3,3,3,333,VIP Customer
14284.0,30,2,595.25,2,2,2,222,Promising Customer
14285.0,21,4,1910.01,3,3,3,333,VIP Customer
14286.0,23,3,4628.75,3,2,3,323,Loyal Customer
14287.0,8,3,176.63,3,2,1,321,New Customer
14288.0,213,1,426.6,1,1,2,112,Lost Customer
14289.0,8,6,911.26,3,3,2,332,Loyal Customer
14290.0,11,5,2314.65,3,3,3,333,VIP Customer
14291.0,1,11,3883.25,3,3,3,333,VIP Customer
14292.0,7,9,4871.93,3,3,3,333,VIP Customer
14293.0,3,4,1046.56,3,3,2,332,Loyal Customer
14295.0,40,1,166.20000000000002,2,1,1,211,At Risk
14297.0,17,4,1305.33,3,3,3,333,VIP Customer
14298.0,8,44,51527.3,3,3,3,333,VIP Customer
14299.0,8,9,3965.62,3,3,3,333,VIP Customer
14300.0,18,1,43.2,3,1,1,311,New Customer
14301.0,117,1,640.14,1,1,2,112,Lost Customer
14304.0,222,1,383.45,1,1,1,111,At Risk
14305.0,71,3,1858.96,2,2,3,223,Promising Customer
14306.0,51,2,2093.32,2,2,3,223,Promising Customer
14307.0,88,6,2995.72,2,3,3,233,Potential Loyallist
14309.0,8,9,2352.53,3,3,3,333,VIP Customer
14311.0,242,1,310.26,1,1,1,111,At Risk
14312.0,46,6,1611.59,2,3,3,233,Potential Loyallist
14314.0,106,1,120.0,1,1,1,111,At Risk
14315.0,44,6,2481.13,2,3,3,233,Potential Loyallist
14317.0,64,1,508.58000000000004,2,1,2,212,Promising Customer
14320.0,206,2,477.79,1,2,2,122,Lost Customer
14321.0,10,5,1530.75,3,3,3,333,VIP Customer
14323.0,114,2,605.0600000000001,1,2,2,122,Lost Customer
14326.0,242,1,183.85,1,1,1,111,At Risk
14327.0,163,1,311.65,1,1,1,111,At Risk
14329.0,17,7,4975.24,3,3,3,333,VIP Customer
14331.0,124,2,462.65999999999997,1,2,2,122,Lost Customer
14332.0,22,3,840.21,3,2,2,322,Loyal Customer
14333.0,67,1,415.2,2,1,2,212,Promising Customer
14334.0,16,8,2552.21,3,3,3,333,VIP Customer
14335.0,16,2,454.86,3,2,2,322,Loyal Customer
14336.0,16,4,1614.91,3,3,3,333,VIP Customer
14338.0,161,2,588.22,1,2,2,122,Lost Customer
14339.0,242,1,309.52,1,1,1,111,At Risk
14340.0,218,1,134.7,1,1,1,111,At Risk
14341.0,45,8,2166.98,2,3,3,233,Potential Loyallist
14342.0,21,4,668.5600000000001,3,3,2,332,Loyal Customer
14344.0,127,8,889.9300000000001,1,3,2,132,Lost Customer
14345.0,38,1,108.97999999999999,2,1,1,211,At Risk
14346.0,120,2,1021.58,1,2,2,122,Lost Customer
14348.0,260,1,409.57,1,1,2,112,Lost Customer
14349.0,10,1,133.5,3,1,1,311,New Customer
14350.0,274,1,282.93,1,1,1,111,At Risk
14351.0,164,1,51.0,1,1,1,111,At Risk
14352.0,157,4,1078.96,1,3,2,132,Lost Customer
14353.0,215,1,90.6,1,1,1,111,At Risk
14354.0,5,2,163.62,3,2,1,321,New Customer
14355.0,366,1,174.4,1,1,1,111,At Risk
14356.0,79,2,701.23,2,2,2,222,Promising Customer
14357.0,43,1,225.12,2,1,1,211,At Risk
14359.0,19,3,912.18,3,2,2,322,Loyal Customer
14360.0,31,4,2118.03,2,3,3,233,Potential Loyallist
14362.0,22,1,151.5,3,1,1,311,New Customer
14364.0,108,8,3717.35,1,3,3,133,Lost Customer
14367.0,8,16,9227.82,3,3,3,333,VIP Customer
14368.0,320,1,155.0,1,1,1,111,At Risk
14371.0,296,1,100.5,1,1,1,111,At Risk
14373.0,359,1,76.55,1,1,1,111,At Risk
14375.0,185,1,235.56,1,1,1,111,At Risk
14377.0,191,2,617.05,1,2,2,122,Lost Customer
14379.0,44,2,348.1,2,2,1,221,Promising Customer
14381.0,52,1,202.68,2,1,1,211,At Risk
14382.0,26,1,615.49,2,1,2,212,Promising Customer
14383.0,38,3,1247.69,2,2,3,223,Promising Customer
14385.0,9,3,202.11,3,2,1,321,New Customer
14386.0,297,1,142.4,1,1,1,111,At Risk
14387.0,32,3,1727.6,2,2,3,223,Promising Customer
14388.0,10,8,3212.84,3,3,3,333,VIP Customer
14389.0,65,2,1043.46,2,2,2,222,Promising Customer
14390.0,10,9,4642.57,3,3,3,333,VIP Customer
14393.0,218,1,67.95,1,1,1,111,At Risk
14395.0,2,9,3479.91,3,3,3,333,VIP Customer
14396.0,65,2,487.99,2,2,2,222,Promising Customer
14397.0,2,19,2612.96,3,3,3,333,VIP Customer
14400.0,149,1,574.7,1,1,2,112,Lost Customer
14401.0,4,13,4051.48,3,3,3,333,VIP Customer
14403.0,130,4,1475.81,1,3,3,133,Lost Customer
14404.0,33,6,1449.32,2,3,3,233,Potential Loyallist
14406.0,119,1,156.75,1,1,1,111,At Risk
14407.0,107,6,2157.73,1,3,3,133,Lost Customer
14408.0,10,7,2599.03,3,3,3,333,VIP Customer
14409.0,71,6,2059.4500000000003,2,3,3,233,Potential Loyallist
14410.0,92,9,1100.27,1,3,2,132,Lost Customer
14411.0,311,1,1063.0,1,1,2,112,Lost Customer
14412.0,42,2,770.03,2,2,2,222,Promising Customer
14413.0,363,1,121.05,1,1,1,111,At Risk
14414.0,91,7,1496.98,2,3,3,233,Potential Loyallist
14415.0,1,13,5855.57,3,3,3,333,VIP Customer
14416.0,22,2,490.22,3,2,2,322,Loyal Customer
14418.0,3,3,1937.25,3,2,3,323,Loyal Customer
14419.0,10,6,1051.79,3,3,2,332,Loyal Customer
14420.0,99,1,387.52,1,1,1,111,At Risk
14421.0,57,2,813.11,2,2,2,222,Promising Customer
14422.0,0,6,4263.64,3,3,3,333,VIP Customer
14423.0,218,1,265.2,1,1,1,111,At Risk
14424.0,17,1,322.08,3,1,1,311,New Customer
14426.0,23,10,4481.67,3,3,3,333,VIP Customer
14427.0,50,2,363.34000000000003,2,2,1,221,Promising Customer
14428.0,7,5,1224.06,3,3,3,333,VIP Customer
14431.0,303,1,470.36,1,1,2,112,Lost Customer
14432.0,9,6,2248.5,3,3,3,333,VIP Customer
14434.0,21,6,1372.8,3,3,3,333,VIP Customer
14436.0,98,1,89.06,1,1,1,111,At Risk
14437.0,366,1,63.0,1,1,1,111,At Risk
14438.0,307,1,131.9,1,1,1,111,At Risk
